,churn
34154,1
10623,1
35639,1
42551,1
33185,0
4523,1
27657,0
58278,1
31010,1
36330,1
19985,1
1877,1
22539,1
34974,1
15346,0
7204,1
23427,1
38633,1
10038,1
50477,0
22885,1
25239,1
19191,1
45013,1
26639,1
19208,1
4164,1
59403,1
68142,0
22042,1
3440,1
37778,1
21283,1
22687,1
21623,1
33155,1
16721,1
740,1
19649,1
10577,1
32149,1
21722,1
33552,1
19632,1
58945,1
32692,1
16865,1
3579,1
13222,1
48418,1
1231,1
14976,1
4952,1
38727,0
3322,1
17259,1
3270,1
36762,1
13759,1
10749,1
9361,1
6046,1
3537,1
25458,1
21605,1
312,1
37517,1
3266,1
21514,1
14791,1
23165,1
14897,1
6797,1
34397,1
10347,1
13232,1
31647,1
10475,1
42963,1
41155,1
29141,1
28460,1
11287,1
7878,1
27919,1
59953,1
29180,1
37655,1
34934,1
12016,1
10376,1
559,1
49443,1
32660,1
8316,1
27285,1
27789,1
12254,0
49469,1
15413,1
66161,1
5499,1
31141,1
23401,1
20208,1
22021,0
4919,1
517,1
32538,0
8220,1
29351,1
24580,1
6117,1
8835,1
33902,1
5295,1
4137,1
36148,0
34166,0
54538,1
3024,1
6885,1
6665,1
7120,1
6911,1
37597,0
3386,1
16412,1
5769,1
25734,1
21402,1
25931,1
17954,1
28858,1
23397,1
5061,1
38001,1
24411,1
36644,1
19788,1
22906,1
45645,1
45736,0
541,1
9052,1
10761,1
120,1
10866,1
12478,1
47659,1
13541,1
30974,1
3947,1
21475,1
7198,1
46052,1
20050,1
48485,1
2848,1
8341,1
7691,1
6084,1
12150,1
29068,1
37094,1
25101,1
30384,1
18354,1
41419,0
28011,1
43243,1
9721,1
28592,1
15752,1
79,1
48730,0
31826,1
16526,0
50263,1
11428,1
7506,1
23301,1
13246,1
37154,1
18217,1
44853,0
786,1
12702,1
8895,1
528,1
27360,1
5995,0
37477,1
20578,1
1705,1
17348,1
19743,1
34279,1
40510,1
24520,1
8956,1
44500,1
57366,0
38453,1
44782,1
19606,1
5832,1
36978,1
46142,1
28297,1
8121,1
29520,1
46625,0
70259,0
37028,1
28484,0
14007,1
25861,1
17622,1
19840,1
12316,1
38845,1
19178,1
5051,1
40966,1
33281,1
20802,1
16077,1
12375,1
50939,0
48111,1
8225,1
32114,1
47922,1
13892,1
1622,1
4598,1
31734,1
7414,1
20176,1
18839,1
2630,1
37657,1
55292,1
20151,1
11957,1
26993,1
24806,1
23238,0
40166,1
401,1
16608,1
11362,1
29325,1
54715,0
9228,1
53720,1
14792,1
21922,1
28523,1
25059,1
12511,1
4301,1
46978,1
14276,1
52905,1
26643,1
35402,1
2486,0
8649,1
3317,1
15994,1
16674,1
6778,1
65184,1
17039,1
34919,1
10773,1
50114,0
43834,1
57714,1
893,1
34830,1
1734,1
7670,1
39672,1
26836,1
35550,0
23009,1
7606,1
12434,1
1298,1
17015,1
9024,1
13416,1
18482,1
70842,0
3592,1
6028,1
50421,1
1196,1
27897,0
46661,1
8098,1
5844,1
34412,1
51457,0
21102,1
36349,1
33193,1
48833,1
39228,1
29054,1
28461,1
27849,1
23008,1
2679,1
18696,1
9320,1
41443,1
10174,1
51729,1
16579,1
23770,1
20674,1
11470,1
2190,1
53899,0
14816,1
3666,1
11167,1
44420,1
15631,1
32468,1
25555,1
51016,1
7213,1
51012,1
11292,1
29254,1
21723,1
47057,1
10575,1
35063,0
8514,1
62664,1
11172,1
25401,1
29098,1
42677,1
18698,1
17845,1
414,1
9008,1
10113,1
19077,0
53548,1
18140,1
663,1
4648,1
4534,1
70232,1
9187,1
18963,1
1111,1
71924,1
18115,1
38974,1
32463,1
51413,1
62031,1
33257,1
21466,1
5542,1
5126,1
19657,1
10303,1
49385,0
8938,1
146,1
17241,1
24374,1
17802,1
19858,1
9740,1
20388,1
29570,1
25816,1
7819,1
65375,1
49765,1
29944,0
7947,1
23686,1
45078,1
14307,1
22330,1
10980,1
30565,1
24697,1
30880,1
14231,1
21309,1
25095,1
21161,1
36569,1
25718,1
2911,1
7335,1
32627,1
35646,1
41295,1
13108,1
32033,1
15729,1
30761,0
5744,1
16997,1
27389,0
2316,1
38103,1
34791,1
27321,1
10535,1
7399,1
2936,1
17234,1
3802,1
17204,1
17297,1
19188,1
26630,1
21220,1
18781,1
4548,1
5814,1
14912,1
32452,1
27532,1
7126,1
33323,0
39584,0
29674,1
50521,0
35205,1
17955,1
11420,1
17284,1
11723,1
43041,1
18719,1
326,1
8242,1
30106,1
9693,1
4307,1
8131,1
7237,1
34406,1
9618,1
38278,1
7699,1
8911,1
2516,1
32457,1
1333,0
5293,1
22642,0
25844,0
60727,0
22677,1
21910,1
8370,1
57527,1
28988,1
11095,1
36381,1
2706,1
33759,1
7500,1
744,1
5059,1
31503,1
7805,1
27011,1
47798,1
21928,1
21134,1
837,1
20389,1
32971,1
16664,1
11762,1
2332,1
32777,1
15859,1
36633,1
991,1
31856,1
21478,1
36101,0
22084,1
380,1
5776,1
25151,0
13699,0
15736,1
53410,1
51323,0
7200,1
17394,1
26635,1
45619,0
10115,1
4781,1
63290,1
51976,1
8038,1
18092,1
5533,1
21670,1
54953,0
28825,1
1957,1
64532,1
6428,1
27101,1
13192,1
16377,1
70876,1
14636,1
13231,1
27080,1
34726,1
10030,1
3122,1
9728,1
37971,0
61793,0
4063,1
45321,1
4349,1
4679,1
7139,1
24639,1
43024,1
35509,1
19905,1
25622,1
47872,1
5392,1
29331,1
37464,1
12909,1
47794,1
10951,1
21535,1
8888,1
23024,1
27456,1
27930,1
47387,1
4157,1
53813,1
38008,1
8457,1
6907,1
54945,1
753,1
1275,1
10335,1
30486,1
2529,0
28304,1
30222,1
25149,1
41904,1
11754,1
1193,1
56392,1
45807,1
4967,1
28661,1
8607,1
3505,0
2137,1
10838,1
12726,1
2454,1
9166,1
25262,1
20337,1
9406,1
11342,1
806,1
15197,1
7589,1
13169,1
200,1
4317,1
37691,1
42750,1
30897,1
5624,1
19579,1
60639,1
54940,1
1545,1
20469,1
4543,1
19629,1
4193,1
6722,1
60815,1
15025,1
15220,1
27246,1
6898,1
19751,1
30875,1
5790,1
23464,1
69299,1
9475,1
55332,1
46824,1
14341,1
3836,1
13477,1
8133,1
2841,1
6591,1
6102,1
3794,1
11545,1
28002,1
17930,1
10270,1
4931,1
31835,0
2298,1
7307,1
53296,1
2109,1
13281,1
1818,1
38926,1
12376,1
72127,1
11517,1
6789,1
29239,1
13527,1
17401,1
2212,1
47275,1
3598,1
21638,1
28833,1
28169,1
20031,1
10433,1
1595,1
14634,1
54013,1
25851,1
20483,1
28294,1
56642,0
20765,1
21313,1
4997,1
5185,1
22608,0
29925,0
25314,1
9053,1
29069,1
33967,1
24217,1
28120,1
46764,1
40667,1
44775,1
51290,0
866,1
43170,1
14516,1
18827,1
11920,1
13987,1
2445,1
7426,1
31188,1
22698,1
7593,1
7275,1
23366,1
19157,1
1830,1
31072,1
2111,1
14743,1
37950,1
32502,1
25298,1
1597,1
1230,1
31778,1
19349,0
37663,1
3885,1
19408,1
29529,0
22567,1
10079,1
11950,1
13891,1
10282,1
53128,0
9750,1
39064,1
64435,1
1829,1
29908,1
15834,1
1879,1
16625,1
36563,1
56228,1
54196,1
16858,1
428,1
7007,1
54073,1
30126,1
21297,1
30753,1
2960,1
16345,1
13390,0
10073,0
21176,1
47609,1
50165,0
1470,1
3787,1
9385,1
26794,1
25183,1
37862,0
27742,1
4009,1
4914,1
54856,1
328,1
40440,1
812,1
11810,1
31832,1
47993,1
6766,1
19487,0
54102,0
45315,1
28539,1
27501,0
47261,1
1490,1
27464,1
4644,1
12414,1
34877,0
27419,1
1763,1
5771,1
32875,0
758,1
4862,1
57354,1
53245,1
36325,1
42472,1
21048,1
33421,0
17640,1
4723,1
48748,1
7497,1
14009,1
21029,1
47635,1
22068,1
6715,1
23795,1
1388,1
24769,1
3340,1
49545,1
23526,1
11739,1
13882,1
37823,1
11081,1
15923,1
12620,1
4778,1
1029,1
21125,1
19163,1
2638,1
39616,1
13234,1
10099,1
47352,1
44933,1
15997,1
43637,1
13923,1
18590,1
16115,1
6610,1
24285,0
28671,1
58173,0
43012,1
26285,1
26848,1
29478,1
14124,1
31510,0
14234,1
3728,0
325,1
17172,1
51266,0
34582,0
24622,1
25644,1
7674,1
40229,1
2898,1
30569,1
52290,1
6886,1
11043,1
15315,1
44459,1
7339,1
65013,1
1715,1
22402,1
16378,1
13967,1
67729,1
31907,1
4419,1
3028,1
10161,1
51508,1
318,1
13919,1
51300,0
9499,1
8232,1
30931,1
162,1
21567,1
26176,1
36489,1
930,1
1986,1
45429,1
33049,1
751,1
21675,1
23809,1
25966,1
15171,1
25662,1
1436,1
1855,1
23911,0
21257,1
3492,1
11703,1
14052,0
3960,1
70159,0
87,1
7334,1
32440,1
3555,1
31270,1
7877,1
101,0
66030,0
53382,1
21504,1
36229,1
25887,1
12690,1
26078,1
35571,1
70902,0
16616,1
9383,1
24246,1
13706,1
38622,1
5400,1
42152,1
3066,1
15528,1
3553,1
15460,1
10377,1
4126,1
29942,1
12837,0
5618,1
9040,0
40558,1
17867,1
15638,1
6109,1
16822,1
21215,1
36992,1
61020,1
25780,1
39123,1
15260,1
25924,1
960,1
3208,1
8556,1
15501,1
9716,1
68122,0
1057,1
2814,1
176,1
26359,1
31100,1
872,0
47835,1
11939,0
10184,1
21078,1
31161,1
35847,1
33506,1
48340,1
27686,1
63991,1
38388,1
25849,1
25792,1
7266,1
30800,1
3055,1
38389,1
3618,1
1798,1
14250,1
16246,1
5161,1
60684,0
35626,1
27619,1
2181,1
3504,1
6993,1
19125,1
15586,1
13335,1
7958,1
5669,1
17073,1
36699,1
4500,1
31082,1
13262,1
29541,1
38616,1
10271,1
57652,1
8829,1
17386,1
17344,1
1577,1
47714,1
20244,1
15666,1
2275,1
38751,1
21438,1
21143,1
21437,1
36221,1
39415,1
21951,1
13316,1
1910,1
13077,1
2352,1
4744,1
5869,1
23570,1
35085,1
44835,1
27791,1
31175,1
10069,1
14067,1
50687,0
2628,1
8137,1
42000,1
45014,1
14785,0
67083,1
4777,0
28436,1
3999,1
29389,1
1007,1
38932,1
38574,1
1726,1
49749,1
6761,1
55370,1
32860,1
7594,0
15506,1
38428,1
18233,1
20993,1
18141,1
12162,1
23468,1
3047,0
10990,1
48854,1
7154,1
23219,1
45844,1
16240,1
36972,0
16796,1
35950,1
1287,1
13155,1
12308,1
32633,1
49787,0
41807,0
41318,1
2681,1
37459,1
9712,1
29923,1
19633,1
5353,1
35211,1
21925,1
31241,1
19171,0
4829,1
9550,1
23766,1
9718,1
7310,1
112,1
14321,1
47697,1
1976,1
26796,1
117,1
10724,1
40098,1
8337,1
35870,1
762,1
11652,1
5376,1
8406,1
10633,1
47552,0
36233,1
14929,1
35469,1
50935,0
17434,1
45642,1
27787,1
1334,1
2289,1
50875,0
22505,1
32395,1
32241,1
63398,1
21683,1
16112,1
24698,1
11770,1
59714,1
32804,1
2074,1
3046,1
7928,1
4483,1
39225,1
31610,1
36262,1
19572,1
28232,1
22568,0
17627,1
10639,1
14732,1
3798,1
44384,1
32741,0
28669,1
24875,1
32128,1
18107,1
6282,1
1283,1
20401,1
4242,1
9922,1
46844,0
2464,1
4090,1
31551,1
24226,1
10371,1
27797,1
4856,1
29902,1
2590,1
36379,1
36316,1
22078,1
21005,0
31456,1
1727,1
19495,1
4937,1
11794,1
30240,1
56324,0
28116,1
34733,1
24970,1
51147,0
56100,0
17350,1
62,1
37583,1
29533,1
5344,1
18642,1
18335,1
68598,1
61204,1
23263,1
16121,1
70721,1
653,1
36608,1
56589,1
29543,1
41335,1
65161,1
10256,1
62628,1
8714,1
1058,1
58380,1
16315,1
16294,1
1355,1
50185,1
104,1
2962,1
13757,1
29301,0
12580,1
5406,1
7501,1
44756,1
5907,1
16331,1
28610,1
19526,1
1278,1
4315,1
3716,1
31348,1
19425,1
6549,1
51190,1
35214,0
26501,1
42868,0
6920,1
39267,1
4501,1
23026,1
31006,1
17755,1
30262,1
10292,1
17681,1
27634,1
10917,1
38436,1
48012,1
60897,1
18877,1
26930,1
15668,1
17967,1
13777,1
31934,1
30351,1
18214,1
1773,1
22928,1
19148,1
17376,0
1469,1
9117,1
4318,1
2666,1
21120,1
8042,1
524,1
16327,1
25828,1
8657,1
41395,1
20338,1
49736,1
34040,1
46372,1
3690,1
26106,1
2422,1
6159,1
10142,1
1020,1
42151,1
10240,1
29172,0
10886,1
17415,1
9797,1
12019,1
28728,1
30198,1
26543,1
12727,1
8168,1
8101,1
27114,1
26293,1
16864,1
19660,1
156,1
23740,1
71906,1
36593,1
39887,1
10059,1
30927,1
27162,1
19020,1
12180,1
15415,1
1256,1
20937,1
6725,1
7158,1
67,1
32270,0
434,1
27094,1
13195,1
38921,1
5787,1
33847,1
22452,1
55979,0
32972,1
42545,1
39397,1
22986,1
43801,1
28830,1
9413,1
56411,1
52672,1
31543,1
8512,1
34692,1
9810,1
16661,1
36937,1
19780,1
18205,1
43519,1
21938,1
265,1
37130,1
31333,1
58389,0
12751,1
13324,0
2489,1
14852,1
38315,1
56887,1
71796,1
11127,1
40757,1
31866,1
29526,1
1237,1
5390,1
19582,1
31553,1
26685,1
30462,1
2797,1
4192,1
53052,1
7758,1
3575,1
3747,1
18297,1
32392,1
21011,1
24099,1
10494,1
2763,1
40,1
218,1
54894,1
35435,1
33446,1
8170,1
16125,0
69676,1
36728,1
18336,1
17312,1
29225,1
12773,1
8029,1
24789,1
27439,1
12193,1
2113,1
4780,1
40458,1
51660,1
14843,1
56601,1
4291,1
19031,1
3518,1
53796,0
32513,1
39262,1
16151,1
16033,1
38107,1
29562,1
42586,0
21173,1
26337,1
19873,1
26947,1
24533,1
34194,1
43464,1
7248,1
23994,1
914,1
46634,1
47749,1
72091,1
14882,1
28768,1
30180,1
7229,1
29503,1
16212,1
7615,1
1208,1
19155,1
2395,1
39204,1
51882,1
1349,1
21507,1
27237,1
43879,1
21387,1
22500,1
60526,0
198,1
14285,1
891,1
10862,1
2198,1
9968,1
34317,1
10661,1
24967,1
985,1
60482,0
14494,1
34845,1
12355,1
29425,1
36142,1
14506,1
17145,0
16549,1
13473,1
44968,1
7460,1
5645,1
19399,1
7910,1
1655,1
14903,1
190,1
28483,0
35941,1
2745,1
820,1
4864,1
61335,1
22979,1
23221,1
16544,1
10186,1
45369,0
6138,1
5084,1
47949,1
1295,1
14318,1
19384,1
14105,1
3751,1
91,1
24116,1
52146,1
18454,1
56889,1
4804,1
15231,1
7239,1
7286,0
23583,1
11463,1
17295,1
8456,1
9288,1
8021,1
745,1
39427,1
1000,1
21891,0
24319,1
14450,1
36163,1
35127,1
7396,1
2913,1
42660,0
53317,1
14417,1
22133,1
19112,1
27143,1
53209,0
5300,1
6763,1
18222,1
9592,1
9482,1
50014,1
15522,1
28955,1
2443,1
37591,1
49429,1
30475,1
25612,1
38938,1
12111,1
17594,1
8403,1
3181,1
15140,1
6392,1
787,1
12361,1
13135,1
11448,1
334,1
15127,1
28809,1
7885,1
39034,1
29599,1
28576,1
16563,1
8189,1
52459,1
20988,1
7729,1
28593,1
53920,1
54217,1
12047,1
13508,1
4674,1
17752,1
42216,1
48675,0
23936,1
45574,1
20700,1
13293,1
14387,1
16553,1
51963,1
13344,0
11857,1
30469,1
40834,1
31185,1
2586,1
2859,1
65488,1
13906,1
20918,1
21259,1
12056,1
5583,1
37665,1
31479,1
15999,1
8359,1
61566,1
6851,1
30837,0
22422,1
28986,1
10979,1
522,1
16719,1
22295,1
17127,1
42026,1
16456,1
9323,1
16309,1
10900,1
46599,1
12321,1
3533,1
16675,1
20046,1
47940,1
30185,1
18592,1
20223,1
10190,1
10141,1
1120,1
32024,1
19267,1
12049,1
35118,1
22131,1
15369,1
25017,1
28498,1
23423,1
15507,1
4128,1
9277,1
31423,1
33525,1
21604,1
7133,1
2783,1
4146,1
38209,1
4502,1
30905,1
40099,1
15290,1
65938,1
13914,1
1979,1
3462,1
57615,0
10674,1
32490,1
19443,1
39215,1
39410,1
12684,1
2028,1
47229,1
6988,1
29530,1
5015,1
4795,1
173,1
3313,0
23586,1
21050,1
21268,1
17892,1
30822,1
1527,1
5611,1
34949,1
26015,1
24784,1
15360,1
12574,0
5355,1
45088,1
7685,1
29318,1
47829,0
4692,1
11443,1
40787,1
6249,1
14323,1
30750,1
15414,0
38473,1
593,1
11059,1
30277,1
29197,1
31429,1
11338,1
64192,1
23103,1
10853,0
3670,1
27629,1
32293,1
19817,1
5120,1
14117,1
34313,0
17878,1
34130,1
13422,1
55438,1
54288,0
2746,1
20755,1
2974,1
16027,1
27119,1
6595,1
12353,1
4526,1
16122,1
1377,1
11782,1
929,1
30712,1
4416,1
48104,1
588,1
17849,1
9873,1
2239,1
25253,1
24416,1
65047,0
159,1
11293,1
23753,1
27534,1
3800,1
22215,1
17446,1
13702,1
33553,1
25505,1
8902,1
14330,1
22739,1
45322,1
12642,1
29110,1
4765,1
22824,1
2528,1
2654,1
28925,0
2689,1
15154,1
19064,1
902,1
6559,1
50168,1
37167,1
7597,1
36734,1
7655,0
27126,1
34115,1
2277,1
30100,1
11405,1
27391,0
43974,1
14900,1
20340,1
12132,1
29283,1
2369,1
19210,1
62112,1
18193,1
21716,1
13997,1
11096,1
16880,1
6853,1
14895,1
2914,1
27156,1
37022,1
2188,1
56743,1
9357,1
23333,1
9027,1
48083,1
5711,1
15087,1
13137,1
6555,1
14457,1
34936,1
7314,1
27294,1
601,1
45913,1
51329,1
18731,1
3878,1
6618,1
17217,1
4281,1
50743,1
47187,1
10770,1
22923,1
25809,1
1048,0
30602,1
182,1
45225,1
13620,1
1310,1
36423,1
27159,0
55770,1
25937,1
15124,1
4532,1
12257,1
50931,1
14697,1
22943,0
17000,1
25496,1
13552,1
8635,1
5174,1
139,1
12320,1
21699,1
11259,1
2005,1
17096,1
97,1
20274,1
23927,1
25000,1
9877,1
4382,1
48612,0
13888,1
23037,1
31473,1
16152,1
3629,1
21066,1
41990,1
13786,1
30084,1
32147,1
14163,1
6796,1
48906,1
7285,1
23046,1
12299,1
31919,0
16739,1
13306,1
29408,1
45433,0
22907,1
23002,1
37624,1
38769,1
21193,1
3679,1
44255,1
16928,1
6717,1
22696,1
809,1
47204,0
18793,1
5420,1
28550,1
7541,1
41684,1
6430,1
38245,1
43200,1
734,1
17341,1
20784,1
7368,1
23690,1
29431,1
988,1
7467,1
28239,1
22462,1
12409,1
56915,1
9311,1
5954,1
8039,1
21070,1
31505,1
57180,1
6703,1
19909,1
16204,0
7571,1
22992,1
3369,1
57985,0
38251,1
29784,1
10777,1
15639,0
32194,1
12013,1
48235,0
1556,1
56991,1
36790,1
13565,1
6081,1
43018,0
3984,1
20741,1
39572,1
66548,1
15137,1
41437,1
57507,1
66485,1
30269,1
16303,1
5574,1
27301,1
16826,1
18243,1
8554,1
29758,1
26913,1
9061,1
19119,1
33745,1
57309,0
10820,1
27225,1
13910,1
67433,0
6247,1
6209,1
20950,0
31181,1
4732,1
29795,1
22589,1
8411,1
12688,1
24700,1
44877,1
14998,1
36432,1
25440,1
8688,1
18416,1
8267,1
19129,1
17644,1
4764,1
22753,1
13700,1
3939,1
1623,1
42852,1
71844,1
8774,1
12042,1
50565,1
4539,1
14688,1
5696,1
11137,1
30479,1
47412,1
55195,0
28474,1
14257,1
39790,1
50797,0
33824,0
25407,1
12604,1
1014,1
5809,1
953,1
11679,1
29129,0
20804,1
3169,1
4518,1
13733,1
23449,1
28182,1
42801,1
34853,1
6568,0
4646,1
6452,1
41680,1
26855,1
5397,1
8653,1
2602,1
24322,1
9820,1
18665,1
6481,1
17240,1
34990,1
13453,1
28153,1
24477,1
31874,0
10227,1
31232,1
5190,1
8400,1
12670,1
6889,1
19865,1
650,1
6455,1
26131,1
22447,1
9901,1
5601,1
41024,1
12339,1
56260,1
13567,1
3930,1
55549,1
42322,1
32597,1
10880,1
33970,1
39518,1
18094,1
6850,1
43939,1
15725,1
25023,1
8013,1
8557,1
13341,1
5726,1
38286,1
6746,1
16161,1
2099,1
20966,1
2857,1
297,1
3983,1
11598,1
47307,0
7270,1
25125,1
9762,1
21620,1
23210,0
6080,1
30500,1
7663,1
52774,1
33692,1
27886,1
12717,1
5534,1
48132,1
41632,1
7836,1
6216,1
20743,1
3030,1
2084,1
23067,1
23218,1
4453,1
9871,1
30984,1
55918,0
33419,1
33807,1
20780,1
12109,1
3183,1
44052,0
25578,1
57241,1
28424,1
26197,1
9412,1
3482,1
4514,1
7428,1
4887,1
47199,1
23651,1
64465,1
36486,1
11591,1
2340,1
361,0
7800,1
18265,1
16361,1
25694,1
10543,1
42431,1
4390,1
3435,1
29713,1
29210,1
31605,1
40283,1
4857,1
45608,1
30178,1
29314,1
21519,1
29693,1
18639,1
35198,1
4669,1
3963,1
31178,1
11128,1
22234,1
22491,1
34242,1
12112,1
15595,1
4821,1
40376,1
20859,1
17960,1
21101,1
4819,1
24329,1
50995,0
29859,1
24452,1
25774,1
210,1
19273,1
41420,1
46689,1
11310,1
13126,1
2789,1
60531,1
12402,1
4589,1
19718,1
51899,1
22419,1
17586,1
10610,1
29661,1
10670,1
23006,1
31436,1
27542,1
3493,1
40254,1
35533,1
21417,1
17043,1
4508,0
15386,1
29872,0
18846,1
6965,1
263,1
5881,1
4911,1
21431,1
4653,1
41898,1
3458,1
2002,1
20905,1
54938,1
6803,1
3882,1
5187,1
14422,1
35834,1
17077,1
1586,1
44874,1
6700,1
26140,1
10400,1
28967,1
36398,0
21017,1
13574,1
4772,1
54755,1
47827,0
28074,1
27377,1
23600,1
14301,1
49,1
27563,1
3665,1
42930,0
9956,1
4792,1
2042,1
62914,1
7386,1
17492,0
49064,0
67045,1
50,1
55285,1
2864,1
21435,1
6251,1
11596,1
53586,1
31277,1
39633,1
3705,1
37205,1
36042,1
19854,1
22993,1
49687,1
14808,0
21828,1
28688,1
16213,1
15180,1
46718,1
31236,1
19021,1
29971,1
12992,0
26955,1
12110,1
30399,1
42589,1
24490,1
3074,1
61879,1
48351,1
13522,1
16117,1
3267,1
1043,1
51435,0
12540,1
23642,1
22080,1
2685,1
13360,1
11945,1
15521,1
66905,0
6552,1
1695,1
16895,1
1786,1
4879,0
40620,0
7160,1
38252,0
19394,1
22194,1
21877,0
15006,1
34294,1
12712,1
14831,0
19486,1
47172,1
36388,1
52177,1
18721,1
45709,1
24174,1
25376,1
3261,1
2432,1
38310,1
17416,1
33166,1
25136,1
5589,1
2358,1
32609,1
38119,1
47739,1
14841,0
6370,1
10088,1
28494,1
3681,1
42674,1
21410,1
2867,1
15940,1
33564,1
20360,1
3327,1
22012,1
1649,1
15359,1
9239,1
33744,1
5201,1
31338,1
8509,1
33623,1
10735,1
51436,0
5374,0
3189,1
9294,1
10936,1
7949,1
39558,1
9585,1
2787,1
6518,1
13705,1
25150,1
26038,1
62690,1
32630,0
16391,1
29387,1
12765,1
16322,1
36029,1
11411,1
9291,1
3446,1
15273,1
39674,1
12634,1
2071,1
27668,1
51279,1
19272,1
60145,1
5512,1
3663,1
56994,0
22898,1
39987,1
44979,1
12203,1
5612,1
7900,1
251,1
58234,1
7574,1
67228,1
15555,1
17132,1
7621,1
19017,1
5308,1
11042,1
29040,1
7572,1
11294,1
32328,1
25808,1
18717,1
45009,1
10496,1
7821,1
51159,1
21898,1
8322,1
3514,1
8007,1
35011,1
45893,1
2076,1
7076,1
26528,1
9269,1
28905,1
47593,1
17011,1
17863,1
4007,1
14313,1
57246,1
7927,1
8586,1
22286,1
18897,1
2208,1
7492,1
27553,1
33836,1
33267,1
5768,1
29457,1
9833,1
13348,1
2599,1
1608,1
9699,1
21105,1
17431,0
13825,1
20153,1
35097,1
1963,1
31945,1
38887,1
31669,1
6087,1
14027,1
27990,1
11009,1
20744,1
6449,1
23506,1
72014,1
16053,1
733,1
54147,1
21773,1
14605,1
28574,1
26233,1
1645,1
14926,1
15348,1
46304,1
16286,0
7236,1
25097,1
31214,1
5494,1
72107,1
14604,1
47979,0
46789,0
1322,1
45031,1
30433,1
22834,1
50614,1
45701,1
8806,1
1075,1
34670,0
72249,1
4050,1
12416,1
12115,1
9766,1
35411,1
25424,1
32016,1
63777,1
17609,1
12306,1
1414,1
46235,1
4364,1
9449,1
17750,1
25270,1
4435,1
7617,1
1678,1
64636,0
25163,1
630,1
37138,0
6077,1
21749,1
19584,1
31224,1
50150,1
31015,1
6016,1
47569,1
50888,1
48424,1
37,1
13257,0
38354,1
3849,1
2115,1
5653,1
47504,0
55243,1
1722,1
35801,1
34792,1
28512,1
2264,1
53929,1
14498,1
15125,1
5882,1
2933,1
10005,1
8836,1
1347,0
2364,1
4388,1
30881,1
9632,1
17064,1
16917,0
37315,1
58657,0
4522,1
40800,1
7161,1
29114,1
35508,1
5565,1
11347,1
38204,1
16023,1
6585,1
385,1
5662,1
25720,1
6934,1
10806,1
13521,1
68633,1
38707,0
15617,1
14753,1
7117,1
32699,1
28065,1
43589,1
19864,1
25831,1
5562,1
6219,1
23628,1
5486,1
10904,1
37106,1
7209,1
19640,1
23874,1
32164,1
6326,1
3610,1
14386,1
49692,1
22032,1
60167,1
453,1
11364,0
47233,1
42735,1
29281,1
47335,1
26064,1
1044,1
5576,1
29812,1
13051,1
32933,1
50009,1
9858,1
17041,1
13717,1
16602,1
32056,1
5493,1
25623,1
14572,1
45022,0
3199,1
30521,1
69686,0
20093,1
3714,0
30453,0
19068,1
12439,1
12457,1
58619,0
19498,1
16597,1
25926,1
3803,1
28977,1
20598,1
18595,1
6270,0
36312,0
4903,1
12697,1
12311,1
4756,1
29391,1
30644,1
38138,1
581,1
20387,1
3293,1
9598,1
36592,1
3755,1
53903,0
1025,1
19516,0
36350,1
4249,1
29288,1
41176,1
13292,1
2107,1
28479,1
44541,1
9115,1
15798,1
26315,1
28497,1
33096,1
30529,1
1382,1
13937,1
34119,1
16592,1
42281,1
30756,1
37352,1
6442,1
19218,1
51046,1
31033,1
6869,1
49700,1
56423,1
29219,1
20415,1
28623,1
7415,1
16062,1
34376,1
21218,1
45171,0
56201,0
25614,1
47073,0
18519,1
49565,1
18863,1
6597,1
29163,1
14725,1
7657,1
3621,1
1862,1
21306,0
7905,1
3688,1
10888,1
18010,1
3568,1
9472,1
2026,1
18854,1
2663,1
45638,1
4487,1
19219,1
2922,0
12365,1
68206,0
2896,1
53376,1
49951,1
63666,0
44866,1
2441,1
13681,1
26011,1
6519,1
53292,1
33306,0
25172,1
174,1
45496,1
5434,1
8700,0
681,1
5609,1
22317,1
30317,1
13380,1
16749,0
15626,1
4092,1
3823,1
31245,1
57260,0
9455,1
22857,1
23648,1
26515,1
1969,1
28292,1
1504,1
31626,1
22978,1
23145,1
23988,1
39067,1
3653,1
12834,0
49632,1
64659,0
4224,1
17060,1
28333,1
8987,1
13801,1
14056,1
18923,1
23492,1
51058,0
25021,1
12481,1
53550,1
10237,1
7342,1
14332,1
49971,1
20538,1
5793,1
21591,1
20266,1
47990,0
8490,1
9909,1
9749,1
34513,0
12973,1
36038,1
57584,1
20583,1
45906,1
2875,1
17686,1
7869,1
30580,1
33719,1
38935,1
24310,1
8663,1
44774,0
51049,1
1940,1
18434,1
21866,1
2287,1
29905,1
32327,0
362,1
19022,1
13575,1
5375,1
49232,1
38066,1
23071,1
47283,1
987,1
1559,1
3188,1
15447,0
18626,1
59103,1
17375,1
6650,1
71288,1
2953,1
7792,1
7046,1
5169,1
63634,0
3746,1
21369,1
45975,1
29887,1
20215,1
46670,1
1053,1
2852,1
4841,1
4886,1
25864,1
2574,1
51852,1
17302,1
13649,1
21126,1
54764,1
34644,1
24661,1
14872,1
36187,1
18500,1
60753,1
69670,0
28488,1
832,1
6165,1
1808,1
62181,1
29348,1
5563,1
13260,0
50609,1
36072,1
34796,1
39938,1
1639,1
24119,1
