,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit
39850,1,0,0.98,30,,0,18.4,1.3,0
27606,1,0,2.9,24,,1,43.2,1.6,0
7935,0,0,1.38,13,,4,0.0,0.0,0
5490,0,0,3.18,24,,0,1.1,0.2,0
32428,1,0,0.96,0,,0,1.3,0.1,4
27286,1,0,2.51,24,,3,9.8,0.5,0
3631,1,0,3.8,14,,0,11.7,1.6,0
41767,0,0,1.49,31,,0,33.6,2.5,0
62097,1,0,0.06,8,,4,7.1,0.8,0
1108,1,1,5.47,39,,1,7.6,1.3,0
9143,0,0,1.05,22,,0,0.0,0.0,0
28490,1,0,1.59,19,,0,0.0,0.0,0
18018,1,0,2.34,0,,0,6.8,0.4,6
27019,1,1,1.57,23,,2,14.0,1.5,0
3970,0,0,2.38,57,,0,0.0,0.0,0
46270,1,0,2.12,19,,0,0.0,0.0,0
49311,1,0,2.17,22,,2,57.8,5.7,0
5896,1,0,2.42,22,,0,0.0,0.0,0
22272,1,0,2.31,19,,0,11.9,0.9,0
20707,1,0,4.21,26,,0,27.2,1.3,0
34730,1,0,1.77,20,,0,17.0,1.1,0
1080,0,0,3.41,0,,0,0.0,0.0,6
1782,1,0,2.74,23,,1,0.0,0.0,0
10431,1,0,2.78,0,,1,0.4,0.1,1
5342,0,0,2.07,18,,0,0.0,0.0,0
15857,1,0,2.16,21,,0,0.5,0.2,0
9261,1,1,2.38,33,,0,0.0,0.0,0
3358,1,0,3.92,21,,0,9.3,1.0,0
55021,1,0,1.9,11,,0,66.4,3.3,0
36249,1,0,2.8,33,,0,10.5,1.0,0
38895,1,0,3.36,21,,0,117.3,8.0,0
5026,1,1,3.76,0,,0,2.9,0.2,6
9033,1,0,2.96,21,,0,4.3,1.1,0
16527,1,0,3.35,19,,1,34.3,1.4,0
64241,1,0,0.7,24,,0,33.9,4.0,0
35794,1,1,4.13,21,,0,21.5,8.7,0
17403,1,1,3.08,24,,0,4.2,0.6,0
2482,1,0,2.01,0,,0,0.0,0.0,6
24571,1,0,0.59,21,,0,0.0,0.0,0
25974,0,0,0.0,1,,0,0.0,0.0,0
17368,1,1,3.68,24,,0,71.0,15.9,0
6765,0,0,1.69,13,,0,0.0,0.0,0
1260,1,0,8.9,24,,0,11.7,0.9,0
21132,1,0,2.04,24,,0,0.0,0.0,0
11805,1,1,2.4,0,,0,1.0,0.1,2
15592,0,0,0.95,0,,5,0.0,0.0,7
37835,0,0,1.32,25,,0,49.7,1.7,0
19392,0,0,2.08,21,,0,3.2,0.3,0
36524,1,0,3.77,33,,0,50.3,4.8,0
31453,1,0,0.12,10,,0,3.0,0.1,0
20991,1,1,4.08,26,,0,121.3,21.2,0
31559,1,0,0.37,21,,1,14.0,1.2,0
38665,1,0,1.05,23,,0,0.0,0.0,0
34027,0,0,1.21,22,,0,7.8,0.3,0
65485,0,0,0.59,122,,1,282.9,21.5,0
21771,1,0,1.9,21,,0,17.4,1.4,0
13875,0,0,3.15,23,,1,10.6,0.6,0
10573,0,0,2.1,23,,0,0.0,0.0,0
27248,1,0,0.93,20,,0,17.5,1.8,0
6000,1,0,2.34,0,,0,0.0,0.0,0
10846,1,0,3.3,0,,1,11.3,0.4,5
51950,0,0,0.55,22,,0,40.7,7.4,0
24610,0,0,0.88,17,,0,0.0,0.0,0
152,0,0,9.06,20,,0,0.0,0.0,0
18252,1,0,2.26,20,,0,24.8,1.4,0
11678,1,0,2.01,20,,0,0.0,0.0,0
17518,1,0,2.47,23,,0,15.1,3.2,0
21378,1,0,2.74,24,,0,4.1,0.3,0
2543,0,0,1.67,13,,0,0.0,0.0,0
6040,1,0,2.52,12,,0,0.0,0.0,0
6887,1,0,3.61,17,,0,10.4,1.4,0
17959,1,0,2.5,2,,0,1.3,0.1,0
16545,1,0,2.05,23,,0,4.1,0.4,0
8528,0,0,2.02,0,,0,0.0,0.0,0
13041,0,0,6.8,12,,0,8.0,0.7,6
10152,1,1,1.31,0,,0,0.0,0.0,6
9594,0,0,1.99,22,,0,0.0,0.0,1
11692,1,0,2.42,24,,0,31.3,1.8,0
52817,0,0,0.1,110,,0,31.3,1.9,0
49155,0,0,2.19,32,,0,54.0,4.5,0
12363,1,0,6.8,26,,0,46.1,1.5,0
8035,1,1,2.01,23,,0,0.0,0.0,0
9723,0,0,1.64,19,,1,0.0,0.0,0
32882,1,1,3.46,33,,0,15.7,0.7,0
28175,1,1,4.75,19,,2,20.8,1.3,0
13323,0,0,3.72,24,,0,6.8,0.8,0
4580,1,1,2.01,0,,0,0.0,0.0,0
3628,1,1,1.86,0,,0,0.0,0.0,0
8675,1,1,2.39,24,,0,2.9,0.3,0
1873,0,0,3.08,24,,0,0.0,0.0,0
40253,1,0,2.06,12,,0,9.7,0.3,0
5188,1,1,2.59,23,,0,0.0,0.0,0
8573,0,0,0.91,23,,0,0.0,0.0,0
43427,1,0,1.98,22,,0,47.2,2.7,0
20473,1,0,0.81,39,,0,0.0,0.0,0
38110,1,0,2.13,32,,0,38.3,4.8,0
4354,1,1,2.1,0,,1,0.0,0.0,6
56953,0,0,0.78,33,,0,63.5,6.4,0
57154,1,1,1.02,21,,0,14.3,0.5,0
36458,0,0,1.01,21,,0,10.8,1.2,0
32361,0,0,1.22,40,,1,2.5,0.2,0
9356,0,0,3.51,0,,0,2.3,0.2,1
19072,0,0,2.98,12,,0,6.1,0.4,0
9253,1,0,2.73,23,,0,19.8,1.0,0
48153,1,0,2.45,27,,0,84.0,8.6,0
52980,1,0,1.81,14,,0,23.9,1.5,0
25328,0,0,2.81,0,,0,0.0,0.0,0
3687,1,1,2.01,0,,0,0.0,0.0,2
14081,1,0,3.98,21,,0,3.5,0.3,0
24339,0,0,1.12,18,,0,8.8,0.4,0
31700,1,0,1.36,21,,0,109.5,9.3,0
5253,0,0,3.11,21,,0,6.5,1.3,0
14651,1,1,7.18,0,,0,0.0,0.0,0
3,0,0,6.87,21,,1,0.0,0.0,0
25508,1,1,2.14,30,,0,0.0,0.0,0
35848,0,0,2.81,24,,0,6.8,0.2,2
10985,0,0,2.98,21,,1,12.0,1.2,0
22672,0,0,6.55,0,,0,0.0,0.0,0
28220,0,0,0.32,22,,0,0.0,0.0,0
32029,0,0,0.37,49,,0,45.6,2.0,0
23473,1,0,1.59,21,,0,16.1,1.2,0
6696,0,0,1.98,52,,0,0.0,0.0,0
20122,1,0,2.12,21,,1,15.9,1.8,0
6565,1,0,6.81,25,,0,43.5,4.4,0
54390,0,0,0.9,24,,0,40.5,5.6,0
23107,1,1,3.82,13,,0,43.8,2.0,0
35412,1,0,2.04,25,,0,17.2,0.8,0
18551,1,1,6.41,0,,0,0.0,0.0,0
992,0,0,3.04,22,,9,0.0,0.0,0
38988,1,0,2.03,23,,5,11.2,0.7,0
58289,1,0,1.16,25,,0,9.5,0.6,0
38547,1,0,1.98,25,,0,46.6,3.8,0
47019,1,0,2.07,12,,0,23.6,3.6,0
2373,0,0,1.91,14,,0,0.0,0.0,0
8499,0,0,3.23,20,,0,4.5,0.9,0
13464,1,0,3.54,24,,0,0.0,0.0,0
49793,1,0,2.07,6,,0,50.8,8.1,0
38423,0,0,1.73,162,,0,6.8,0.8,0
33750,0,0,4.15,73,,0,238.6,14.5,0
1003,0,0,3.41,23,,0,0.0,0.0,0
1927,0,0,8.33,24,,0,12.1,0.6,0
5309,1,0,7.85,60,,0,89.9,19.9,0
35173,1,0,3.97,22,,0,123.2,4.8,0
2069,0,0,2.61,20,,0,0.0,0.0,0
22212,1,0,2.16,22,,0,2.0,0.2,0
39634,1,0,1.05,32,,0,13.3,1.1,0
5500,1,0,2.65,25,,2,0.0,0.0,0
10844,0,0,2.38,19,,0,12.6,0.7,0
33498,1,1,3.95,20,,0,117.3,5.9,0
4918,0,0,4.53,20,,0,3.0,0.3,0
33706,1,0,0.05,7,,0,17.1,7.1,0
8183,1,1,4.58,25,,0,22.8,1.5,0
13608,1,0,2.45,18,,0,9.5,0.5,2
29221,1,1,0.73,18,,0,9.0,0.8,0
14676,1,0,2.71,23,,0,4.0,0.2,0
32004,1,0,1.98,20,,2,72.5,5.1,0
16105,1,0,3.74,22,,0,40.3,2.3,0
15382,0,0,4.37,21,,1,43.0,2.1,0
1383,0,0,2.9,12,,0,0.0,0.0,0
51156,1,0,2.0,19,,0,52.1,19.2,0
50311,1,0,2.08,14,,0,20.3,1.1,0
4631,1,0,1.65,12,,0,0.0,0.0,0
5619,1,0,5.65,13,,1,47.9,4.5,1
6880,0,0,2.28,14,,0,0.0,0.0,0
1694,1,0,3.7,22,,0,0.0,0.0,0
30327,1,1,2.22,16,,0,13.8,0.4,3
14999,1,0,3.32,23,,1,20.4,1.0,0
24072,1,1,1.99,0,,0,0.0,0.0,0
1155,0,0,2.86,14,,0,0.0,0.0,0
14177,0,0,3.29,0,,1,3.3,0.4,7
3157,0,0,4.58,0,,0,2.7,0.1,0
32779,1,0,1.98,30,,0,7.0,0.3,0
32599,1,0,1.25,24,,0,5.6,0.3,0
17117,1,0,2.2,13,,0,29.1,6.1,3
10916,0,0,2.64,23,,1,4.5,0.4,0
14125,1,1,2.18,22,,1,26.0,2.1,0
10204,0,0,2.16,23,,0,0.0,0.0,0
2436,0,0,2.05,0,,0,0.0,0.0,0
12784,0,0,3.64,24,,0,4.6,1.7,0
21250,1,0,3.36,21,,0,2.7,0.2,0
3215,0,0,2.42,10,,0,0.0,0.0,0
38092,0,0,2.14,23,,0,170.0,12.0,0
11780,0,0,5.51,25,,1,20.5,2.6,0
15845,1,0,1.85,22,,0,13.6,1.3,0
3473,1,1,4.77,56,,0,81.2,6.6,0
6510,1,0,5.16,10,,0,7.7,0.4,6
48248,1,0,2.43,21,,1,28.4,2.4,0
7136,1,0,3.19,23,,0,25.0,1.5,0
16590,0,0,1.99,21,,1,51.1,2.1,0
8275,1,1,2.01,0,,0,0.0,0.0,4
48173,0,0,0.9,24,,0,14.2,2.0,0
225,1,1,12.12,20,,0,0.3,0.7,0
2527,1,0,2.3,0,,0,0.0,0.0,6
42183,1,1,3.01,23,,0,12.1,0.6,0
27880,0,0,2.27,40,,0,36.6,2.2,0
15049,0,0,2.22,24,,0,9.5,0.3,0
10926,1,0,4.83,13,,0,18.4,1.1,0
38589,1,0,0.96,25,,0,56.5,3.1,0
16198,0,0,1.99,22,,0,8.1,1.2,0
46472,1,0,2.55,41,,0,22.7,1.8,0
52686,1,0,2.67,12,,0,37.4,5.7,0
1329,1,0,4.12,0,,1,0.0,0.0,3
5393,0,0,3.49,13,,0,7.2,1.3,0
18225,1,0,1.98,23,,0,26.2,0.9,0
9170,0,0,2.01,0,,0,0.0,0.0,0
5807,1,0,3.27,19,,0,0.0,0.0,0
8397,0,0,5.34,10,,0,0.0,0.0,0
41563,0,0,0.6,40,,0,119.4,16.8,0
28072,0,0,1.9,24,,0,36.3,3.7,0
33823,1,0,2.78,32,,0,89.1,3.2,0
51694,0,0,1.17,28,,0,86.5,7.9,0
21948,0,0,2.48,21,,0,10.7,0.6,0
70847,0,0,0.47,12,,0,6.5,1.2,0
39390,1,0,2.01,26,,0,21.1,1.3,0
3763,1,0,5.93,32,,0,110.5,6.2,0
59971,0,0,1.7,49,,0,110.7,7.6,0
20573,1,1,1.21,22,,0,0.0,0.0,0
21332,0,0,0.55,32,,4,0.0,0.0,0
11499,0,0,5.07,19,,0,11.3,0.5,0
33875,1,0,2.03,30,,1,64.3,4.8,0
18999,0,0,2.82,22,,0,5.4,0.4,0
66111,1,1,0.53,26,,0,70.2,4.7,0
6754,0,0,1.22,14,,1,0.0,0.0,0
33697,0,0,2.03,18,,0,7.4,0.3,0
8218,1,1,4.01,24,,0,14.7,1.0,0
29335,0,0,0.75,21,,0,42.6,2.7,0
34287,0,0,3.06,12,,0,1.5,0.2,3
4768,1,1,2.97,21,,0,0.0,0.0,0
30165,0,0,2.01,49,,2,30.1,0.8,0
42158,0,0,1.07,18,,0,69.0,10.0,0
16262,1,0,2.09,23,,0,2.2,0.1,0
32072,1,1,2.32,19,,0,3.1,0.9,1
13602,1,0,5.9,20,,0,58.1,3.9,0
10637,0,0,2.84,24,,0,3.3,0.9,0
28834,0,0,5.01,24,,0,44.5,4.1,0
2424,1,0,6.19,26,,0,6.5,0.5,0
12643,1,1,1.98,0,,0,0.0,0.0,1
49175,1,1,2.18,33,,0,73.2,4.4,0
9330,1,1,4.04,21,,0,23.8,2.3,0
27736,0,0,0.0,0,,0,0.0,0.0,0
40936,1,0,0.82,32,,0,55.0,2.5,0
21136,1,0,3.95,14,,0,16.0,0.9,5
13003,0,0,2.24,40,,1,15.5,1.2,0
2817,0,0,1.95,14,,2,0.0,0.0,0
6509,0,0,1.23,13,,0,0.0,0.0,0
28310,1,0,1.52,22,,0,2.2,0.2,0
15024,1,0,1.99,0,,0,0.0,0.0,0
39746,1,0,2.04,13,,0,27.3,3.0,0
2397,0,0,2.36,14,,0,0.0,0.0,0
44666,0,0,1.0,26,,0,7.7,0.2,0
2346,0,0,5.82,7,,0,12.3,1.5,5
11955,1,0,2.56,18,,0,14.8,0.6,0
9876,0,0,2.65,27,,0,31.8,2.5,0
6129,1,0,2.92,0,,0,3.6,0.2,6
2031,1,0,4.99,0,,0,1.6,0.2,6
13955,0,0,2.74,79,,0,71.8,106.2,0
11567,1,1,3.78,24,,0,4.3,0.9,0
12820,1,1,2.04,24,,0,1.5,0.2,0
18502,0,0,3.3,10,,0,1.9,0.2,6
15941,1,1,2.07,22,,0,10.9,1.1,0
51069,1,1,2.01,18,,0,55.2,2.4,0
11444,1,1,2.89,49,,0,27.3,1.1,0
18574,1,0,2.03,18,,1,12.3,0.6,0
35099,0,0,1.2,8,,0,0.0,0.0,0
14279,0,0,1.74,19,,1,0.0,0.0,0
27208,1,1,5.52,20,,0,32.4,2.3,0
37324,0,0,4.13,22,,0,34.0,2.7,0
27621,1,0,5.17,24,,0,15.1,0.7,0
39631,0,0,1.71,24,,0,90.4,13.1,0
19387,1,0,2.2,24,,2,27.7,1.8,0
24358,1,0,2.0,21,,0,22.2,2.1,0
20385,0,0,3.45,24,,0,27.7,4.0,0
29961,1,0,4.81,22,,2,25.4,3.2,0
8097,1,0,3.17,20,,1,3.0,0.2,0
36642,0,0,1.09,20,,0,7.6,0.3,0
37997,0,0,1.04,22,,0,95.3,15.8,0
20753,0,0,2.0,21,,0,34.7,2.4,0
1222,0,0,4.21,0,,0,0.0,0.0,0
48295,0,0,1.08,14,,0,42.6,3.1,0
50213,1,1,1.98,20,,0,61.4,4.3,0
18661,1,0,2.36,23,,0,11.0,1.0,0
21687,0,0,2.02,0,,0,1.4,0.1,6
44992,1,0,0.65,32,,0,47.1,9.3,0
36062,0,0,3.44,24,,0,17.6,0.8,0
32530,1,0,1.03,23,,0,4.9,0.7,0
12356,1,0,2.14,23,,0,0.6,0.1,0
50246,1,0,1.98,19,,2,47.0,4.1,0
35921,1,0,2.45,33,,0,119.3,8.2,0
34307,1,0,0.65,0,,0,3.3,0.6,6
39382,1,0,1.98,33,,0,31.1,1.7,0
28160,0,0,2.27,40,,0,61.8,6.5,0
12910,1,0,2.24,22,,0,8.9,1.1,0
10307,1,0,7.01,25,,0,47.6,3.8,0
17883,1,0,4.24,20,,0,18.6,0.8,0
15693,1,0,0.1,14,,0,0.0,0.0,0
50619,0,0,0.64,32,,1,114.3,7.0,0
69976,0,0,0.14,14,,0,38.5,3.6,0
19690,1,0,2.75,22,,0,13.1,1.5,0
38995,1,0,2.96,20,,0,13.9,2.5,0
54784,1,1,1.98,11,,0,19.5,0.4,0
7814,0,0,2.03,24,,0,0.0,0.0,0
21868,0,0,1.65,21,,0,17.9,1.7,0
7983,0,0,0.96,21,,0,0.0,0.0,0
38293,1,0,0.24,16,,0,2.3,0.2,0
65302,1,0,0.18,15,,0,0.0,0.0,0
27021,0,0,0.87,0,,2,7.5,0.3,0
1342,1,0,3.3,0,,0,0.0,0.0,6
5103,1,1,3.41,0,,0,1.2,0.2,3
48054,1,0,1.98,14,,0,35.5,2.5,0
7794,0,0,2.0,21,,0,0.0,0.0,0
24709,0,0,2.82,7,,0,5.8,0.7,2
39814,1,0,1.98,41,,1,47.9,6.4,0
30623,1,1,1.93,11,,0,4.6,0.3,0
48274,0,0,2.04,20,,2,25.0,7.7,0
32153,1,0,4.39,24,,1,10.7,3.4,0
8916,1,1,7.22,22,,0,292.1,24.6,0
11228,0,0,2.32,0,,0,0.8,0.0,0
55883,0,0,1.08,35,,0,49.8,3.2,0
53145,1,0,1.98,12,,0,83.2,3.7,0
7463,0,0,8.13,0,,0,0.0,0.0,0
14428,1,1,3.98,24,,2,22.6,2.4,0
72051,1,0,0.42,0,,0,0.0,0.0,0
56065,1,0,2.15,42,,0,190.9,25.3,0
25216,0,0,0.85,36,,0,5.9,0.2,0
3200,0,0,3.36,0,,0,0.0,0.0,7
31480,1,0,2.58,24,,1,6.7,0.3,0
10640,1,0,3.36,21,,0,5.7,0.8,0
10084,1,0,4.13,14,,0,14.1,1.9,0
33398,1,0,0.98,23,,0,3.2,1.2,0
25764,1,1,0.83,22,,1,32.4,4.3,1
6482,0,0,2.37,24,,1,0.0,0.0,0
590,1,0,7.47,9,,0,8.0,1.0,5
38342,1,0,0.87,40,,0,22.5,1.9,0
7026,0,0,3.55,23,,0,47.0,5.6,0
29626,0,0,0.56,0,,0,71.0,9.6,3
44479,0,0,1.27,32,,0,26.6,10.5,0
34635,1,0,4.04,21,,0,45.4,1.8,0
42335,1,1,0.73,23,,0,20.7,1.6,0
3724,0,0,5.72,18,,0,0.0,0.0,0
11323,1,1,7.01,30,,0,68.2,3.7,0
2219,1,0,3.87,0,,0,17.6,0.9,7
1609,1,0,2.74,13,,3,0.0,0.0,0
34343,1,1,3.34,0,,0,0.3,0.0,0
4118,1,1,1.76,1,,0,0.0,0.0,0
6352,1,0,4.47,24,,0,12.7,1.1,0
45245,1,0,2.15,24,,0,50.1,4.5,0
10522,0,0,3.99,24,,0,6.7,0.6,0
23,0,0,11.93,41,,0,24.1,3.2,0
11786,1,0,2.61,20,,1,9.1,0.6,0
1447,1,0,4.22,20,,0,0.0,0.0,0
13710,1,0,7.43,0,,0,0.0,0.0,0
26007,0,0,0.51,21,,0,0.0,0.0,2
8831,0,0,2.04,0,,2,0.0,0.0,4
1505,1,1,9.07,32,,0,19.8,0.8,0
15783,1,0,6.22,22,,0,62.7,2.0,0
11280,1,0,2.7,0,,0,1.1,0.2,4
16898,1,0,2.1,23,,0,0.1,0.0,0
11460,1,0,2.86,23,,0,4.5,0.3,0
476,0,0,4.74,38,,6,0.0,0.0,0
17080,1,1,2.02,20,,1,7.5,0.6,0
8825,0,0,2.76,53,,0,39.9,3.5,0
2451,1,1,4.25,14,,0,7.6,0.4,0
50446,1,0,2.07,24,,0,89.7,6.6,0
28510,1,0,2.06,19,,0,54.8,3.4,0
47796,1,0,2.05,18,,2,69.5,5.7,0
4129,1,0,1.42,13,,0,0.0,0.0,0
7101,0,0,1.12,14,,0,0.0,0.0,0
20317,0,0,2.4,19,,0,11.5,0.9,0
28851,0,0,2.41,23,,1,41.3,4.9,0
5155,1,0,2.81,13,,0,0.0,0.0,0
5078,0,0,2.87,21,,0,0.0,0.0,0
19542,1,0,2.05,18,,0,5.0,0.4,0
9545,1,0,1.77,22,,0,0.0,0.0,0
9355,0,0,0.6,73,,0,0.0,0.0,0
39578,0,0,1.54,24,,0,20.6,0.9,0
1311,0,0,2.41,10,,0,0.0,0.0,0
50322,1,0,2.08,15,,1,33.6,2.2,0
28507,1,0,2.78,24,,0,19.1,3.5,0
47436,0,0,1.98,24,,0,48.5,3.5,0
10913,1,1,2.72,0,,0,10.8,0.8,0
35283,1,0,2.01,25,,0,21.7,2.4,0
5322,1,0,2.45,14,,0,0.0,0.0,0
46233,1,0,1.98,14,,0,14.4,0.6,0
2649,1,0,2.15,0,,0,0.0,0.0,2
25084,1,1,1.47,0,,1,5.1,0.4,0
5440,1,0,3.76,23,,0,10.1,0.6,0
1658,1,0,2.66,0,,0,0.0,0.0,0
12444,1,0,4.62,32,,0,0.0,0.0,0
11859,0,0,7.16,0,,0,0.0,0.0,0
29447,0,0,1.21,23,,0,8.2,0.7,0
7770,0,0,3.14,23,,0,82.7,5.6,0
26504,0,0,1.16,40,,0,73.2,7.8,0
49709,0,0,2.12,2,,0,5.0,0.2,0
26657,0,0,1.28,18,,1,10.8,0.7,0
48297,1,0,1.98,12,,0,44.6,3.4,0
17150,1,0,2.62,21,,0,17.5,0.9,0
22840,1,0,2.26,22,,0,7.4,0.6,0
38365,1,1,2.01,30,,0,28.3,0.5,0
21632,1,1,6.5,0,,0,0.0,0.0,0
48294,0,0,0.68,17,,0,27.4,4.1,0
6972,0,0,1.22,0,,0,0.0,0.0,0
2819,1,0,2.04,0,,0,0.0,0.0,0
37787,1,0,1.18,13,,2,29.7,1.7,0
778,1,0,3.79,32,,1,0.0,0.0,0
5335,0,0,1.04,12,,0,0.0,0.0,0
16807,0,0,1.96,21,,0,30.5,2.4,0
21044,1,0,2.02,18,,0,14.2,1.2,0
47202,0,0,2.44,21,,2,39.6,5.4,0
25098,0,0,1.89,0,,0,9.8,1.1,7
6517,1,1,2.15,0,,4,0.0,0.0,7
4499,0,0,3.0,13,,0,0.0,0.0,0
15799,1,0,7.14,40,,0,18.4,1.0,0
7951,0,0,2.02,20,,0,0.0,0.0,0
6698,0,0,2.6,0,,1,0.0,0.0,4
27536,1,0,1.06,23,,0,6.8,0.9,0
13140,0,0,1.55,22,,1,0.0,0.0,0
29483,1,0,1.53,39,,0,18.8,3.7,0
6234,1,1,2.18,21,,0,0.0,0.0,0
17894,1,1,1.52,10,,0,1.4,0.1,0
52253,0,0,1.89,20,,0,26.1,2.3,0
7466,1,0,1.31,15,,0,0.0,0.0,5
3571,1,1,2.36,0,,0,0.0,0.0,0
48477,1,0,2.27,17,,0,153.7,12.6,0
5514,1,0,1.47,0,,0,0.0,0.0,0
38414,0,0,0.09,113,,0,0.0,0.0,0
32673,1,0,4.28,31,,0,50.8,2.0,0
21782,1,0,2.81,12,,0,2.2,0.2,0
4763,1,0,5.13,32,,1,42.1,3.0,0
204,0,0,9.57,0,,0,0.0,0.0,0
29852,0,0,2.3,37,,0,0.0,0.0,0
10808,1,0,2.72,52,,2,165.6,15.1,0
3693,1,0,1.39,20,,0,0.0,0.0,0
16158,1,0,3.01,21,,0,13.5,1.4,0
53561,1,0,1.74,18,,0,14.2,2.0,0
19378,1,0,2.1,22,,0,0.0,0.0,0
37457,1,0,3.63,122,,3,130.6,22.0,0
41687,0,0,0.83,23,,3,20.1,1.1,0
10484,0,0,5.72,9,,0,9.0,0.6,6
8236,0,0,2.48,30,,0,55.4,2.7,0
56059,0,0,0.76,20,,0,24.2,5.0,0
7271,0,0,2.81,11,,0,0.0,0.0,0
47508,1,0,1.01,26,,0,179.0,17.8,0
65678,0,0,0.58,40,,0,53.3,2.1,0
38943,0,0,0.3,68,,0,63.9,8.2,0
8686,1,0,1.99,24,,0,0.0,0.0,0
32426,0,0,0.38,0,,0,4.6,0.4,1
39808,1,0,1.06,22,,0,58.8,2.8,0
12550,0,0,1.98,20,,0,0.0,0.0,0
22916,1,0,2.0,22,,0,11.3,0.7,0
33026,1,1,3.95,20,,0,58.4,4.6,0
35188,0,0,0.77,20,,0,10.6,1.7,6
14104,1,0,1.98,0,,0,0.0,0.0,0
28840,1,0,5.04,33,,0,80.8,3.6,0
58139,0,0,1.06,122,,0,192.5,18.2,0
32979,1,0,0.6,18,,0,1.7,0.2,0
4910,1,0,1.7,0,,0,0.0,0.0,7
13202,1,0,1.98,22,,0,0.0,0.0,0
6957,0,0,5.98,24,,0,4.8,0.2,0
14299,1,1,6.74,27,,0,52.3,4.4,0
45165,1,0,3.06,20,,0,12.0,1.0,0
1159,0,0,2.58,13,,0,0.0,0.0,0
589,0,0,6.24,0,,0,0.1,0.0,0
40017,1,1,3.13,24,,0,106.0,12.4,0
13412,0,0,2.95,22,,0,7.8,0.7,0
14199,0,0,3.45,24,,0,11.3,1.7,0
59,0,0,5.62,0,,0,0.0,0.0,0
27031,0,0,1.19,0,,0,10.6,1.1,1
35210,0,0,1.29,24,,2,28.2,3.9,0
16106,1,0,2.82,22,,0,2.7,0.2,0
25209,1,1,3.36,30,,0,0.1,0.0,0
40139,1,1,3.73,39,,0,7.1,2.4,0
55029,1,0,2.28,20,,0,132.8,7.6,0
19662,0,0,1.99,0,,0,4.1,0.2,6
29173,0,0,1.75,20,,0,9.3,0.7,4
6652,1,0,0.77,0,,0,0.0,0.0,5
23739,1,1,6.22,0,,0,0.0,0.0,0
9959,1,1,1.15,44,,0,0.0,0.0,0
3523,0,0,1.43,24,,0,0.0,0.0,0
16570,1,0,0.8,0,,0,0.0,0.0,7
54485,1,0,1.63,38,,0,94.3,8.6,0
1921,0,0,2.42,23,,2,0.0,0.0,0
17499,1,0,1.98,23,,0,2.1,0.3,0
8936,1,1,1.48,0,,2,0.0,0.0,6
32416,1,0,2.37,32,,0,107.4,60.8,0
4904,1,0,2.24,21,,0,0.0,0.0,0
10452,1,0,2.09,22,,0,0.0,0.0,0
27734,0,0,5.16,24,,1,11.1,0.5,0
20085,1,0,2.03,21,,0,2.8,0.3,0
22521,0,0,3.01,21,,0,94.0,33.9,0
5978,1,1,7.32,29,,0,34.6,2.1,0
17095,0,0,1.58,18,,0,0.0,0.0,0
19727,1,0,5.65,24,,0,24.8,4.6,0
242,0,0,9.72,8,,1,6.5,0.6,0
18325,0,0,1.08,18,,0,0.0,0.0,0
224,1,0,6.14,12,,1,0.0,0.0,0
9511,1,0,3.97,40,,0,27.8,1.3,2
11201,0,0,2.76,21,,0,4.2,0.3,0
22342,1,0,2.91,20,,0,19.9,1.7,0
23970,1,1,0.11,0,,0,0.0,0.0,1
27164,1,1,5.24,40,,0,86.3,5.5,0
65297,0,0,0.12,210,,0,32.4,2.6,0
25934,1,0,0.8,0,,1,2.9,0.2,7
23737,0,0,2.6,10,,0,12.0,1.0,7
28100,0,0,0.78,19,,0,15.2,1.1,0
29926,0,0,2.63,12,,0,24.1,1.0,0
16670,1,1,2.0,22,,1,4.4,0.3,0
24453,1,0,3.95,22,,0,41.7,2.5,0
10136,1,0,2.89,23,,0,7.0,2.0,0
27352,0,0,1.18,23,,0,7.3,0.6,0
45526,1,0,2.02,21,,0,45.9,2.9,0
21960,0,0,2.5,0,,1,0.2,0.0,0
20609,0,0,0.28,22,,0,0.0,0.0,0
1554,0,0,9.03,22,,0,148.0,5.4,0
37706,1,1,2.01,22,,0,36.4,11.3,0
13461,0,0,0.41,19,,0,0.0,0.0,0
7141,0,0,4.48,19,,0,30.8,1.5,0
48335,1,0,2.06,23,,0,17.8,1.1,0
16384,0,0,2.34,20,,0,8.5,0.4,0
13004,1,0,2.0,23,,0,0.0,0.0,0
39232,1,1,4.01,30,,0,51.1,5.1,0
10583,1,0,3.98,16,,0,2.6,0.2,2
27860,0,0,2.08,40,,0,5.6,1.0,0
23180,0,0,2.06,22,,0,26.7,4.9,0
15585,1,0,2.0,21,,0,0.0,0.0,0
15021,1,0,6.34,20,,0,130.0,10.4,0
42699,0,0,1.48,26,,3,37.4,3.5,0
39358,0,0,1.06,22,,0,68.5,3.7,0
6451,0,0,0.82,0,,0,0.0,0.0,5
4671,0,0,1.66,0,,0,0.0,0.0,0
43998,1,0,1.98,24,,0,34.1,5.7,0
8638,1,0,2.93,19,,1,14.2,1.4,0
532,0,0,4.39,0,,0,0.0,0.0,6
16291,1,0,3.63,23,,1,3.0,0.2,0
64527,1,1,0.27,52,,0,23.0,1.4,0
22628,1,0,2.6,24,,0,0.3,0.1,0
1614,0,0,4.6,10,,0,0.0,0.0,0
